,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
232,0.9,0.9,1.0,1.0,-4,-4,5,20000,3,"(2021, 3, 21)",533.3333333333334
233,0.9,0.9,1.0,1.0,-4,-4,5,20000,3,"(2021, 6, 21)",640.0
234,0.9,0.9,1.0,1.0,-4,-4,5,20000,3,"(2021, 9, 21)",622.2222222222222
235,0.9,0.9,1.0,1.0,-4,-4,5,20000,3,"(2021, 12, 21)",0.0
236,0.9,0.9,1.0,1.0,-4,-4,5,20000,6,"(2021, 3, 21)",0.0
237,0.9,0.9,1.0,1.0,-4,-4,5,20000,6,"(2021, 6, 21)",0.0
238,0.9,0.9,1.0,1.0,-4,-4,5,20000,6,"(2021, 9, 21)",0.0
239,0.9,0.9,1.0,1.0,-4,-4,5,20000,6,"(2021, 12, 21)",0.0
240,0.9,0.9,1.0,1.1,-4,-4,3,10000,3,"(2021, 3, 21)",524.4444444444445
241,0.9,0.9,1.0,1.1,-4,-4,3,10000,3,"(2021, 6, 21)",524.4444444444445
242,0.9,0.9,1.0,1.1,-4,-4,3,10000,3,"(2021, 9, 21)",657.7777777777778
243,0.9,0.9,1.0,1.1,-4,-4,3,10000,3,"(2021, 12, 21)",0.0
244,0.9,0.9,1.0,1.1,-4,-4,3,10000,6,"(2021, 3, 21)",0.0
245,0.9,0.9,1.0,1.1,-4,-4,3,10000,6,"(2021, 6, 21)",524.4444444444445
246,0.9,0.9,1.0,1.1,-4,-4,3,10000,6,"(2021, 9, 21)",0.0
247,0.9,0.9,1.0,1.1,-4,-4,3,10000,6,"(2021, 12, 21)",0.0
248,0.9,0.9,1.0,1.1,-4,-4,3,15000,3,"(2021, 3, 21)",0.0
249,0.9,0.9,1.0,1.1,-4,-4,3,15000,3,"(2021, 6, 21)",0.0
250,0.9,0.9,1.0,1.1,-4,-4,3,15000,3,"(2021, 9, 21)",626.6666666666666
251,0.9,0.9,1.0,1.1,-4,-4,3,15000,3,"(2021, 12, 21)",626.6666666666666
252,0.9,0.9,1.0,1.1,-4,-4,3,15000,6,"(2021, 3, 21)",320.0
253,0.9,0.9,1.0,1.1,-4,-4,3,15000,6,"(2021, 6, 21)",0.0
254,0.9,0.9,1.0,1.1,-4,-4,3,15000,6,"(2021, 9, 21)",0.0
255,0.9,0.9,1.0,1.1,-4,-4,3,15000,6,"(2021, 12, 21)",533.3333333333334
256,0.9,0.9,1.0,1.1,-4,-4,3,20000,3,"(2021, 3, 21)",0.0
257,0.9,0.9,1.0,1.1,-4,-4,3,20000,3,"(2021, 6, 21)",0.0
258,0.9,0.9,1.0,1.1,-4,-4,3,20000,3,"(2021, 9, 21)",302.22222222222223
259,0.9,0.9,1.0,1.1,-4,-4,3,20000,3,"(2021, 12, 21)",0.0
260,0.9,0.9,1.0,1.1,-4,-4,3,20000,6,"(2021, 3, 21)",622.2222222222222
261,0.9,0.9,1.0,1.1,-4,-4,3,20000,6,"(2021, 6, 21)",0.0
262,0.9,0.9,1.0,1.1,-4,-4,3,20000,6,"(2021, 9, 21)",0.0
263,0.9,0.9,1.0,1.1,-4,-4,3,20000,6,"(2021, 12, 21)",0.0
264,0.9,0.9,1.0,1.1,-4,-4,5,10000,3,"(2021, 3, 21)",0.0
265,0.9,0.9,1.0,1.1,-4,-4,5,10000,3,"(2021, 6, 21)",0.0
266,0.9,0.9,1.0,1.1,-4,-4,5,10000,3,"(2021, 9, 21)",0.0
267,0.9,0.9,1.0,1.1,-4,-4,5,10000,3,"(2021, 12, 21)",0.0
268,0.9,0.9,1.0,1.1,-4,-4,5,10000,6,"(2021, 3, 21)",0.0
269,0.9,0.9,1.0,1.1,-4,-4,5,10000,6,"(2021, 6, 21)",0.0
270,0.9,0.9,1.0,1.1,-4,-4,5,10000,6,"(2021, 9, 21)",0.0
271,0.9,0.9,1.0,1.1,-4,-4,5,10000,6,"(2021, 12, 21)",0.0
272,0.9,0.9,1.0,1.1,-4,-4,5,15000,3,"(2021, 3, 21)",0.0
273,0.9,0.9,1.0,1.1,-4,-4,5,15000,3,"(2021, 6, 21)",0.0
274,0.9,0.9,1.0,1.1,-4,-4,5,15000,3,"(2021, 9, 21)",0.0
275,0.9,0.9,1.0,1.1,-4,-4,5,15000,3,"(2021, 12, 21)",0.0
276,0.9,0.9,1.0,1.1,-4,-4,5,15000,6,"(2021, 3, 21)",0.0
277,0.9,0.9,1.0,1.1,-4,-4,5,15000,6,"(2021, 6, 21)",0.0
278,0.9,0.9,1.0,1.1,-4,-4,5,15000,6,"(2021, 9, 21)",0.0
279,0.9,0.9,1.0,1.1,-4,-4,5,15000,6,"(2021, 12, 21)",0.0
280,0.9,0.9,1.0,1.1,-4,-4,5,20000,3,"(2021, 3, 21)",0.0
281,0.9,0.9,1.0,1.1,-4,-4,5,20000,3,"(2021, 6, 21)",0.0
282,0.9,0.9,1.0,1.1,-4,-4,5,20000,3,"(2021, 9, 21)",0.0
283,0.9,0.9,1.0,1.1,-4,-4,5,20000,3,"(2021, 12, 21)",0.0
