,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
0,0.9,0.9,0.9,0.9,-4.0,-4.0,0.0,10000.0,0.0,0.0,0.0
1,0.9,0.9,0.9,0.9,-4.0,-4.0,0.0,10000.0,0.0,79.0,0.0
