,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
1533501,1,1,1,1,0,4,11,15000,57600.0,263,4546.666666666667
1533502,1,1,1,1,0,4,11,15000,57600.0,354,4853.333333333333
1533503,1,1,1,1,0,4,11,15000,57600.0,364,4546.666666666667
1533504,1,1,1,1,0,4,11,15000,61200.0,0,4546.666666666667
1533505,1,1,1,1,0,4,11,15000,61200.0,79,4546.666666666667
1533506,1,1,1,1,0,4,11,15000,61200.0,171,4546.666666666667
1533507,1,1,1,1,0,4,11,15000,61200.0,263,4546.666666666667
1533508,1,1,1,1,0,4,11,15000,61200.0,354,4653.333333333333
1533509,1,1,1,1,0,4,11,15000,61200.0,364,4986.666666666667
1533510,1,1,1,1,0,4,11,15000,63000.0,0,4866.666666666667
1533511,1,1,1,1,0,4,11,15000,63000.0,79,4546.666666666667
1533512,1,1,1,1,0,4,11,15000,63000.0,171,4946.666666666667
1533513,1,1,1,1,0,4,11,15000,63000.0,263,4546.666666666667
1533514,1,1,1,1,0,4,11,15000,63000.0,354,4933.333333333333
1533515,1,1,1,1,0,4,11,15000,63000.0,364,5013.333333333333
1533516,1,1,1,1,0,4,11,15000,75600.0,0,4946.666666666667
1533517,1,1,1,1,0,4,11,15000,75600.0,79,4946.666666666667
1533518,1,1,1,1,0,4,11,15000,75600.0,171,4546.666666666667
1533519,1,1,1,1,0,4,11,15000,75600.0,263,4546.666666666667
1533520,1,1,1,1,0,4,11,15000,75600.0,354,4546.666666666667
1533521,1,1,1,1,0,4,11,15000,75600.0,364,4546.666666666667
1533522,1,1,1,1,0,4,11,15000,86399.0,0,4546.666666666667
1533523,1,1,1,1,0,4,11,15000,86399.0,79,4546.666666666667
1533524,1,1,1,1,0,4,11,15000,86399.0,171,4546.666666666667
1533525,1,1,1,1,0,4,11,15000,86399.0,263,4813.333333333333
1533526,1,1,1,1,0,4,11,15000,86399.0,354,4946.666666666667
1533527,1,1,1,1,0,4,11,15000,86399.0,364,4546.666666666667
1533528,1,1,1,1,0,4,11,20000,0.0,0,4871.111111111111
1533529,1,1,1,1,0,4,11,20000,0.0,79,4533.333333333333
