,Ua,Cm,Ca,Hm,air_temp,mass_temp,OD_temp,HVAC_power,hour,date,hvac_average_power
0,0.9,0.9,0.9,0.9,-4,-4,3,10000,3,"(2021, 3, 21)",0.0
